SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,17016 NE 19th St,Bellevue,WA,98008,989000,4,2.25,Bellevue,2130,7172,1964,1,464,,Active,,,http://www.redfin.com/WA/Bellevue/17016-NE-19th-St-98008/home/432747,NWMLS,1719500,N,Y,47.6271617,-122.1124519
MLS Listing,,Single Family Residential,6742 3rd Ave NW,Seattle,WA,98117,999950,3,1.75,Phinney Ridge,2305,5000,1906,2,434,,Active,,,http://www.redfin.com/WA/Seattle/6742-3rd-Ave-NW-98117/home/496419,NWMLS,1719754,N,Y,47.6790158,-122.3602421
MLS Listing,,Single Family Residential,2305 W Raye St,Seattle,WA,98199,1100000,4,2.75,Magnolia,2020,1582,2018,2,545,,Active,,,http://www.redfin.com/WA/Seattle/2305-W-Raye-St-98199/home/167249747,NWMLS,1714044,N,Y,47.642696,-122.386306
MLS Listing,,Single Family Residential,319 N 80th St,Seattle,WA,98103,799999,3,1.75,Greenwood,2120,3030,1916,2,377,,Active,,,http://www.redfin.com/WA/Seattle/319-N-80th-St-98103/home/300056,NWMLS,1717867,N,Y,47.68674,-122.3544111
MLS Listing,,Single Family Residential,312 NW 81st St,Seattle,WA,98117,819000,3,1.75,Greenwood,1700,4800,1915,3,482,,Active,,,http://www.redfin.com/WA/Seattle/312-NW-81st-St-98117/home/498714,NWMLS,1714621,N,Y,47.6878855,-122.3613504
MLS Listing,,Single Family Residential,2024 NW 61st St,Seattle,WA,98107,974500,3,2.25,Ballard,1913,1948,2015,9,509,,Active,,,http://www.redfin.com/WA/Seattle/2024-NW-61st-St-98107/home/493205,NWMLS,1715313,N,Y,47.6733241,-122.3832848
MLS Listing,,Single Family Residential,3306 170th Ave NE,Bellevue,WA,98008,989000,6,2.5,Idylwood,2692,7216,1972,1,367,,Active,,,http://www.redfin.com/WA/Bellevue/3306-170th-Ave-NE-98008/home/432692,NWMLS,1719485,N,Y,47.6403629,-122.1127657
MLS Listing,,Townhouse,2027 Dexter Ave N,Seattle,WA,98109,849950,3,2.25,Westlake,1665,1232,2020,1,510,,Active,,,http://www.redfin.com/WA/Seattle/2027-Dexter-Ave-N-98109/home/173687796,NWMLS,1719289,N,Y,47.6373222,-122.3435073
MLS Listing,,Single Family Residential,5218 35th Ave NE,Seattle,WA,98105,825000,3,1.5,Bryant,2030,4000,1930,1,406,,Active,,,http://www.redfin.com/WA/Seattle/5218-35th-Ave-NE-98105/home/313679,NWMLS,1720488,N,Y,47.6672665,-122.2899161
MLS Listing,,Single Family Residential,7456 NE 120th St,Kirkland,WA,98034,975000,5,2.5,Holmes Point,2240,11342,1968,1,435,,Active,,,http://www.redfin.com/WA/Kirkland/7456-NE-120th-St-98034/home/280218,NWMLS,1718849,N,Y,47.7082056,-122.2407859
MLS Listing,,Single Family Residential,12736 SE 25th St,Bellevue,WA,98005,985000,4,2.75,Woodridge,2732,10692,1958,1,361,,Active,,,http://www.redfin.com/WA/Bellevue/12736-SE-25th-St-98005/home/507615,NWMLS,1720199,Y,Y,47.5890194,-122.1697366
MLS Listing,,Single Family Residential,1812 NW 77 TH St,Seattle,WA,98117,825000,4,1.75,Loyal Heights,1670,2760,1926,1,494,,Active,,,http://www.redfin.com/WA/Seattle/1812-NW-77th-St-98117/home/167061,NWMLS,1720310,N,Y,47.685185,-122.3806786
MLS Listing,,Single Family Residential,6005 5th Ave NE,Seattle,WA,98115,925000,3,2.0,Green Lake,1680,3500,1907,1,551,,Active,,,http://www.redfin.com/WA/Seattle/6005-5th-Ave-NE-98115/home/304464,NWMLS,1720207,N,Y,47.672515,-122.3237469
MLS Listing,,Townhouse,4322 Greenwood Ave N Unit A,Seattle,WA,98103,950000,3,3.5,Fremont,1872,1739,2008,1,507,,Active,,,http://www.redfin.com/WA/Seattle/4322-Greenwood-Ave-N-98103/unit-A/home/18657133,NWMLS,1719626,N,Y,47.6596875,-122.3551878
MLS Listing,,Single Family Residential,4334 Thackeray Pl NE,Seattle,WA,98105,1225000,4,2.75,Wallingford,2584,3366,1911,1,474,,Active,,,http://www.redfin.com/WA/Seattle/4334-Thackeray-Pl-NE-98105/home/117982,NWMLS,1720083,N,Y,47.6599941,-122.3259464
MLS Listing,,Single Family Residential,14316 20th Ave NE,Seattle,WA,98125,699000,4,2.0,Olympic Hills,1630,7800,1950,1,429,,Active,,,http://www.redfin.com/WA/Seattle/14316-20th-Ave-NE-98125/home/115748,NWMLS,1720070,N,Y,47.7325898,-122.3070033
MLS Listing,,Single Family Residential,3822 30th Ave W,Seattle,WA,98199,850000,3,1.75,Magnolia,1531,4500,1942,1,555,,Active,,,http://www.redfin.com/WA/Seattle/3822-30th-Ave-W-98199/home/127947,NWMLS,1719740,N,Y,47.6548213,-122.3953627
MLS Listing,,Single Family Residential,7332 Alonzo Ave NW,Seattle,WA,98117,899950,4,1.75,Whittier,2330,5000,1945,1,386,,Active,,,http://www.redfin.com/WA/Seattle/7332-Alonzo-Ave-NW-98117/home/497190,NWMLS,1719909,N,Y,47.6823888,-122.3744221
MLS Listing,,Single Family Residential,1101 NW 65th St,Seattle,WA,98117,965000,5,3.0,Ballard,2760,5000,1905,1,350,,Active,,,http://www.redfin.com/WA/Seattle/1101-NW-65th-St-98107/home/494670,NWMLS,1698282,N,Y,47.6758283,-122.3715678
MLS Listing,,Single Family Residential,9018 Phinney Ave N,Seattle,WA,98103,769950,3,1.75,Greenwood,1520,6287,1931,1,507,,Active,,,http://www.redfin.com/WA/Seattle/9018-Phinney-Ave-N-98103/home/99479,NWMLS,1719511,N,Y,47.6947957,-122.3537182
MLS Listing,,Townhouse,12520 15th Ave NE Unit A,Seattle,WA,98125,829990,4,2.25,Pinehurst,1897,1648,2021,2,438,192,Active,,,http://www.redfin.com/WA/Seattle/12520-15th-Ave-NE-98125/unit-A/home/174063960,NWMLS,1720089,N,Y,47.7201168,-122.3122106
MLS Listing,,Single Family Residential,12510 NE 140th St,Kirkland,WA,98034,695950,4,2.75,Kingsgate,2150,7314,1975,2,324,,Active,,,http://www.redfin.com/WA/Kirkland/12510-NE-140th-St-98034/home/454251,NWMLS,1719081,N,Y,47.7260146,-122.1737333
MLS Listing,,Single Family Residential,4019 Phinney Ave N,Seattle,WA,98103,859800,4,1.75,Fremont,1770,4300,1946,2,486,,Active,,,http://www.redfin.com/WA/Seattle/4019-Phinney-Ave-N-98103/home/302089,NWMLS,1720002,N,Y,47.6560163,-122.3547432
MLS Listing,,Single Family Residential,16552 SE 19th St,Bellevue,WA,98008,899950,3,2.25,Phantom Lake,2022,11689,1974,2,445,,Active,,,http://www.redfin.com/WA/Bellevue/16552-SE-19th-St-98008/home/428916,NWMLS,1718913,Y,Y,47.5937283,-122.1190398
MLS Listing,,Single Family Residential,10514 11th Ave NW,Seattle,WA,98177,735000,3,2.5,Crown Hill,2459,6300,1956,2,299,,Active,,,http://www.redfin.com/WA/Seattle/10514-11th-Ave-NW-98177/home/96203,NWMLS,1719596,N,Y,47.7056765,-122.3698104
MLS Listing,,Single Family Residential,14339 22nd Ave NE,Seattle,WA,98125,750000,7,2.75,Olympic Hills,2680,9086,1977,2,280,,Active,,,http://www.redfin.com/WA/Seattle/14339-22nd-Ave-NE-98125/home/115860,NWMLS,1719789,N,Y,47.7332323,-122.3063294
MLS Listing,,Single Family Residential,4312 NE 56th St,Seattle,WA,98105,989000,4,2.5,Hawthorne Hills,2140,6400,1942,2,462,,Active,,,http://www.redfin.com/WA/Seattle/4312-NE-56th-St-98105/home/313961,NWMLS,1719972,N,Y,47.6696817,-122.2815565
MLS Listing,,Single Family Residential,4607 Woodlawn Ave N,Seattle,WA,98103,935000,3,1.75,Wallingford,2364,2712,1928,2,396,,Active,,,http://www.redfin.com/WA/Seattle/4607-Woodlawn-Ave-N-98103/home/117882,NWMLS,1719588,N,Y,47.6624286,-122.3394352
MLS Listing,,Townhouse,8605 112th Ln NE #5,Kirkland,WA,98033,1188000,3,2.25,Highlands,1776,56350,2003,2,669,555,Active,,,http://www.redfin.com/WA/Kirkland/8605-112th-Ln-NE-98033/unit-5/home/9065,NWMLS,1716889,N,Y,47.6801138,-122.1897872
MLS Listing,,Single Family Residential,10415 15th Ave NE,Seattle,WA,98125,799500,4,2.0,Seattle,1700,5998,1959,2,470,,Active,,,http://www.redfin.com/WA/Seattle/10415-15th-Ave-NE-98125/home/107636,NWMLS,1719309,N,Y,47.7044239,-122.3126813
MLS Listing,,Single Family Residential,11218 NE 145th St,Kirkland,WA,98034,799900,4,1.5,North Juanita,1540,7200,1967,2,519,,Active,,,http://www.redfin.com/WA/Kirkland/11218-NE-145th-St-98034/home/456894,NWMLS,1719806,N,Y,47.7332846,-122.1913043
MLS Listing,,Single Family Residential,7741 19th Ave NE,Seattle,WA,98115,1075000,4,2.75,Ravenna,2770,3800,1928,2,388,,Active,,,http://www.redfin.com/WA/Seattle/7741-19th-Ave-NE-98115/home/310604,NWMLS,1716434,N,Y,47.6861108,-122.3080693
MLS Listing,,Single Family Residential,13017 8th Ave NE,Seattle,WA,98125,799000,3,1.75,Jackson Park,2690,12000,1940,2,297,,Active,,,http://www.redfin.com/WA/Seattle/13017-8th-Ave-NE-98125/home/114660,NWMLS,1719118,N,Y,47.7237464,-122.3213335
MLS Listing,,Single Family Residential,2581 6th Ave W,Seattle,WA,98119,925000,4,2.75,Queen Anne,2350,3700,1925,2,394,,Active,,,http://www.redfin.com/WA/Seattle/2581-6th-Ave-W-98119/home/129595,NWMLS,1717654,N,Y,47.6429085,-122.3651801
MLS Listing,,Single Family Residential,7020 NE 153rd Pl,Kenmore,WA,98028,850000,4,2.5,Finn Hill,3610,13125,1964,2,235,,Active,,,http://www.redfin.com/WA/Kenmore/7020-NE-153rd-Pl-98028/home/275657,NWMLS,1716438,N,Y,47.7398334,-122.2465749
MLS Listing,,Single Family Residential,10505 NE 111th Pl,Kirkland,WA,98033,1100000,4,2.5,Forbes Creek,2747,8432,1971,2,400,,Active,,,http://www.redfin.com/WA/Kirkland/10505-NE-111th-Pl-98033/home/460855,NWMLS,1719168,N,Y,47.6988893,-122.2001271
MLS Listing,,Single Family Residential,6806 28th Ave NE,Seattle,WA,98115,1150000,3,3.0,Bryant,2370,5000,1925,2,485,,Active,,,http://www.redfin.com/WA/Seattle/6806-28th-Ave-NE-98115/home/314994,NWMLS,1712327,N,Y,47.6778867,-122.2971649
MLS Listing,,Single Family Residential,1814 28th Ave W,Seattle,WA,98199,850000,3,1.5,Magnolia,2480,4960,1926,2,343,,Active,,,http://www.redfin.com/WA/Seattle/1814-28th-Ave-W-98199/home/126015,NWMLS,1711845,N,Y,47.6356109,-122.3927809
MLS Listing,,Single Family Residential,7326 9th Ave NW,Seattle,WA,98117,899950,4,2.25,Whittier,1880,3300,1928,2,479,,Active,,,http://www.redfin.com/WA/Seattle/7326-9th-Ave-NW-98117/home/495537,NWMLS,1718733,N,Y,47.6822482,-122.3680731
MLS Listing,,Townhouse,1547 NW 58th St,Seattle,WA,98107,869000,3,3.25,Ballard,1530,1461,2006,2,568,,Active,,,http://www.redfin.com/WA/Seattle/1547-NW-58th-St-98107/home/493220,NWMLS,1719286,N,Y,47.6707447,-122.3782662
MLS Listing,,Townhouse,8027 15th Ave NW Unit C,Seattle,WA,98117,810000,3,2.75,Crown Hill,1821,862,2018,2,445,70,Active,,,http://www.redfin.com/WA/Seattle/8027-15th-Ave-NW-98117/unit-C/home/146404910,NWMLS,1719595,N,Y,47.6876789,-122.3768716
MLS Listing,,Single Family Residential,9027 NE 136th St,Kirkland,WA,98034,925000,4,2.5,Finn Hill,1900,7350,1968,2,487,,Active,,,http://www.redfin.com/WA/Kirkland/9027-NE-136th-St-98034/home/278082,NWMLS,1718965,N,Y,47.7220199,-122.2198514
MLS Listing,,Single Family Residential,5324 159th Pl NE,Redmond,WA,98052,1038000,4,2.0,Microsoft,2032,10724,1966,2,511,,Active,,,http://www.redfin.com/WA/Redmond/5324-159th-Ave-NE-98052/home/503570,NWMLS,1719761,N,Y,47.656025,-122.1273665
MLS Listing,,Single Family Residential,16634 SE 8th St,Bellevue,WA,98008,970000,4,2.75,Lake Hills,2300,8423,1957,2,422,,Active,,,http://www.redfin.com/WA/Bellevue/16634-SE-8th-St-98008/home/429468,NWMLS,1717265,Y,Y,47.6035819,-122.1177312
MLS Listing,,Single Family Residential,4242 NE 113th St,Seattle,WA,98125,750000,3,1.5,Matthews Beach,2235,6896,1942,2,336,,Active,,,http://www.redfin.com/WA/Seattle/4242-NE-113th-St-98125/home/112010,NWMLS,1698111,N,Y,47.7107533,-122.2817981
MLS Listing,,Single Family Residential,7705 131st Ave NE,Kirkland,WA,98033,929900,3,1.75,Rose Hill,1670,8518,1974,2,557,,Active,,,http://www.redfin.com/WA/Kirkland/7705-131st-Ave-NE-98033/home/514486,NWMLS,1716483,Y,Y,47.6727107,-122.1657152
MLS Listing,,Single Family Residential,15525 SE 44th Pl,Bellevue,WA,98006,1050000,3,2.25,Whispering Heights,2490,8800,1975,2,422,3,Active,,,http://www.redfin.com/WA/Bellevue/15525-SE-44th-Pl-98006/home/239925,NWMLS,1717215,N,Y,47.5666845,-122.132022
MLS Listing,,Single Family Residential,613 N 112th St,Seattle,WA,98133,875000,3,2.5,Bitter Lake,1770,5117,1940,2,494,,Active,,,http://www.redfin.com/WA/Seattle/613-N-112th-St-98133/home/97699,NWMLS,1716634,N,Y,47.7103393,-122.3506749
MLS Listing,,Single Family Residential,14823 NE 64th St,Redmond,WA,98052,1175000,4,2.25,Microsoft,2360,13271,1972,3,498,,Active,,,http://www.redfin.com/WA/Redmond/14823-NE-64th-St-98052/home/514543,NWMLS,1718183,N,Y,47.6638173,-122.1416098
MLS Listing,,Single Family Residential,13009 129th Ave NE,Kirkland,WA,98034,799950,3,2.0,Totem Lake,1671,7347,1972,3,479,,Active,,,http://www.redfin.com/WA/Kirkland/13009-129th-Ave-NE-98034/home/513154,NWMLS,1718292,N,Y,47.7170844,-122.1697485
MLS Listing,,Single Family Residential,547 NE 94th St,Seattle,WA,98115,799000,3,1.75,Maple Leaf,1750,6380,1936,3,457,,Active,,,http://www.redfin.com/WA/Seattle/547-NE-94th-St-98115/home/109541,NWMLS,1719164,N,Y,47.6965742,-122.3209615
MLS Listing,,Single Family Residential,4812 Aurora Ave N,Seattle,WA,98103,875000,4,2.5,Woodland Park,2580,2350,1918,4,339,,Active,,,http://www.redfin.com/WA/Seattle/4812-Aurora-Ave-N-98103/home/118954,NWMLS,1718434,N,Y,47.6640204,-122.3470293
MLS Listing,,Single Family Residential,7725 Sunnyside Ave N,Seattle,WA,98103,1250000,4,2.75,Green Lake,2240,4000,1929,4,558,,Active,,,http://www.redfin.com/WA/Seattle/7725-Sunnyside-Ave-N-98103/home/307315,NWMLS,1718358,N,Y,47.6858409,-122.3296514
MLS Listing,,Single Family Residential,2601 W Blaine St,Seattle,WA,98199,969000,3,2.0,Magnolia,1900,2720,1959,4,510,,Active,,,http://www.redfin.com/WA/Seattle/2601-W-Blaine-St-98199/home/126221,NWMLS,1718625,N,Y,47.6349124,-122.3910923
MLS Listing,,Single Family Residential,103 155th Ave NE,Bellevue,WA,98007,899900,4,2.25,Bellevue,2373,8470,1961,4,379,,Active,,,http://www.redfin.com/WA/Bellevue/103-155th-Ave-NE-98007/home/500685,NWMLS,1718469,N,Y,47.6104485,-122.1337752
MLS Listing,,Townhouse,7211 5th Ave NE,Seattle,WA,98115,1055950,3,1.75,Green Lake,1672,641,2020,4,632,,Active,,,http://www.redfin.com/WA/Seattle/7211-5th-Ave-NE-98115/home/172967425,NWMLS,1718732,N,Y,47.6812549,-122.3228832
MLS Listing,,Single Family Residential,7342 13th Ave NW,Seattle,WA,98117,899950,4,2.5,Whittier,2300,5000,1945,4,391,,Active,,,http://www.redfin.com/WA/Seattle/7342-13th-Ave-NW-98117/home/496997,NWMLS,1718676,N,Y,47.6826825,-122.3722685
MLS Listing,,Townhouse,12120 76th Way NE Unit 3.5,Kirkland,WA,98034,920990,3,3.0,Finn Hill,2131,,2020,7,432,382,Active,,,http://www.redfin.com/WA/Kirkland/12120-76th-Pl-NE-98034/unit-35/home/174211944,NWMLS,1718098,N,Y,47.7089804,-122.2378585
MLS Listing,,Multi-Family (2-4 Unit),814 - 816 N 105,Seattle,WA,98133,795000,4,2.0,Greenwood,1860,9635,1951,7,427,,Active,,,http://www.redfin.com/WA/Seattle/814-N-105th-St-98133/home/98982,NWMLS,1711235,N,Y,47.7052455,-122.3477712
MLS Listing,,Single Family Residential,501 N 72nd St,Seattle,WA,98103,1175000,3,3.25,Phinney Ridge,2873,3000,2004,7,409,,Active,,,http://www.redfin.com/WA/Seattle/501-N-72nd-St-98103/home/2092647,NWMLS,1713964,N,Y,47.6808431,-122.3524431
MLS Listing,,Single Family Residential,1706 N 50th St,Seattle,WA,98103,969000,4,1.75,Green Lake,1840,4280,1908,8,527,,Active,,,http://www.redfin.com/WA/Seattle/1706-N-50th-St-98103/home/304678,NWMLS,1717949,N,Y,47.6652614,-122.3372461
MLS Listing,,Single Family Residential,11342 40th Ave NE,Seattle,WA,98125,1245000,4,3.5,Matthews Beach,2610,4400,2019,8,477,,Active,,,http://www.redfin.com/WA/Seattle/11342-40th-Ave-NE-98125/home/110969,NWMLS,1717918,N,Y,47.7114145,-122.2850136
MLS Listing,,Single Family Residential,15146 NE 8th Pl,Bellevue,WA,98007,1195000,3,2.5,Bellevue,1910,3696,1998,8,626,42,Active,,,http://www.redfin.com/WA/Bellevue/15146-NE-8th-Pl-98007/home/501470,NWMLS,1714942,N,Y,47.6179211,-122.1381791
